Car_name,Model_year,Present_price,Cost_price,Reselling_price,Km_driven,Fuel,Seller,transmission,owner,Seats,Location,Mileage,Engine,Power
Toyota Innova 2.5 GX 8 STR BSIV,2012,5.5,5.1,5.25,90000,Diesel,Individual,Manual,First Owner,5,Kochi,19.4 kmpl,1198 CC,86.8 bhp
Maruti Alto LXi,2007,6.6,6.2,6.35,70000,Petrol,Individual,Manual,First Owner,5,Kolkata,21.9 kmpl,1396 CC,88.76 bhp
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,5.4,5,5.15,2500,Petrol,Individual,Manual,First Owner,5,Pune,16.47 kmpl,1198 CC,73.9 bhp
Honda Amaze VX i-DTEC,2016,8.1,7.7,7.85,35000,Diesel,Individual,Manual,First Owner,5,Pune,13.0 kmpl,1493 CC,100 bhp
Chevrolet Beat Diesel LT,2012,4.2,3.8,3.95,40000,Diesel,Individual,Manual,First Owner,5,Delhi,18.7 kmpl,1896 CC,66 bhp
Maruti Baleno RS 1.0 Petrol,2018,4.3,3.9,4.05,63000,Petrol,Individual,Manual,First Owner,7,Hyderabad,13.1 kmpl,2499 CC,141 bhp
Skoda Superb Ambition 2.0 TDI CR AT,2013,2.9,2.5,2.65,88000,Diesel,Dealer,Automatic,First Owner,5,Bangalore,18.3 kmpl,1991 CC,147.9 bhp
Nissan Terrano XL Plus 85 PS,2015,6.9,6.5,6.65,55000,Diesel,Dealer,Manual,First Owner,,Kolkata,14.0 kmpl,,
Chevrolet Enjoy TCDi LT 7 Seater,2014,6.5,6.1,6.25,71014,Diesel,Dealer,Manual,First Owner,7,Kolkata,24.2 kmpl,1498 CC,98.6 bhp
Renault Scala Diesel RxL,2015,11.2,10.8,10.95,60000,Diesel,Dealer,Manual,First Owner,7,Pune,20.77 kmpl,1248 CC,88.76 bhp
Skoda Rapid 1.5 TDI Ambition,2014,22.3,21.9,22.05,70000,Diesel,Individual,Manual,First Owner,5,Mumbai,18.9 kmpl,1197 CC,82 bhp
Skoda Superb LK 1.8 TSI AT,2012,6.9,6.5,6.65,60000,Petrol,Dealer,Automatic,First Owner,5,Mumbai,14.74 kmpl,2993 CC,270.9 bhp
Ford Fiesta 1.5 TDCi Titanium,2012,9.8,9.4,9.55,92000,Diesel,Dealer,Manual,Third Owner,5,Chennai,18.0 kmpl,1198 CC,86.7 bhp
Mahindra Quanto C6,2014,6.5,6.1,6.25,89126,Diesel,Individual,Manual,First Owner,5,Pune,12.4 kmpl,2698 CC,179.5 bhp
Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,4.6,4.2,4.35,134000,Diesel,Individual,Automatic,First Owner,5,Chennai,18.6 kmpl,1197 CC,81.83 bhp
Maruti Ciaz 1.4 AT Zeta,2019,6.3,5.9,6.05,15000,Petrol,Dealer,Automatic,First Owner,5,Mumbai,17.0 kmpl,1198 CC,73.75 bhp
Hyundai Grand i10 1.2 CRDi Magna,2016,8.9,8.5,8.65,42500,Diesel,Dealer,Manual,First Owner,5,Jaipur,13.4 kmpl,1997 CC,135.1 bhp
Chevrolet Cruze LTZ AT,2012,9.1,8.7,8.85,42000,Diesel,Dealer,Automatic,First Owner,5,Chennai,24.07 kmpl,998 CC,67.1 bhp
Mahindra XUV500 AT W8 FWD,2015,9.4,9,9.15,70000,Diesel,Individual,Automatic,Second Owner,5,Jaipur,19.7 kmpl,796 CC,46.3 bhp
Honda City 1.5 EXI,2004,5.8,5.4,5.55,110000,Petrol,Individual,Manual,Third Owner,5,Kolkata,20.51 kmpl,998 CC,67.04 bhp
Fiat Linea 1.3 Emotion,2014,5.7,5.3,5.45,131365,Diesel,Individual,Manual,First Owner,5,Kochi,20.4 kmpl,1248 CC,92 bhp
Volkswagen Vento 1.5 TDI Highline AT,2016,2.8,2.4,2.55,48980,Diesel,Dealer,Automatic,First Owner,5,Pune,19.3 kmpl,1248 CC,73.9 bhp
Honda Amaze VX AT i-Vtech,2014,5.2,4.8,4.95,46000,Petrol,Dealer,Automatic,First Owner,5,Pune,21.64 kmpl,1461 CC,84.8 bhp
Chevrolet Spark 1.0 LS,2009,9.6,9.2,9.35,60000,Petrol,Individual,Manual,Third Owner,5,Kolkata,18.5 kmpl,1197 CC,80 bhp
Maruti Baleno Delta Diesel,2015,8.7,8.3,8.45,58000,Diesel,Dealer,Manual,First Owner,5,Bangalore,19.1 kmpl,1197 CC,82 bhp
Maruti S-Cross Alpha DDiS 200 SH,2016,4.4,4,4.15,22000,Diesel,Dealer,Manual,First Owner,5,Kochi,18.9 kmpl,998 CC,67.1 bhp
Hyundai i20 1.2 Asta Option,2017,4.5,4.1,4.25,37000,Petrol,Individual,Manual,First Owner,7,Ahmedabad,15.1 kmpl,2179 CC,140 bhp
Hyundai Santro Xing GLS,2009,4.5,4.1,4.25,70000,Petrol,Individual,Manual,Fourth & Above Owner,7,Delhi,12.55 kmpl,2982 CC,168.5 bhp
Chevrolet Beat Diesel LT,2012,4.7,4.3,4.45,98900,Diesel,Individual,Manual,Third Owner,5,Delhi,19.64 kmpl,1461 CC,108.45 bhp
Chevrolet Beat Diesel LT,2012,5.4,5,5.15,125000,Diesel,Individual,Manual,First Owner,5,Chennai,17.92 kmpl,1086 CC,62.1 bhp
Mahindra TUV 300 T4 Plus,2017,5.6,5.2,5.35,60000,Diesel,Individual,Manual,First Owner,5,Pune,17.01 kmpl,1591 CC,121.3 bhp
Hyundai Grand i10 Asta,2014,7,6.6,6.75,80000,Petrol,Individual,Manual,Second Owner,5,Pune,15.06 kmpl,1995 CC,177 bhp
Maruti Zen Estilo LXI Green (CNG),2010,5,4.6,4.75,80000,CNG,Individual,Manual,Fourth & Above Owner,5,Kochi,12.9 kmpl,1799 CC,130 bhp
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,6,5.6,5.75,40000,Diesel,Individual,Manual,First Owner,5,Delhi,15.26 kmpl,1798 CC,187.74 bhp
Mahindra XUV500 W8 4WD,2012,2.3,1.9,2.05,80000,Diesel,Individual,Manual,Second Owner,5,Kolkata,20.51 kmpl,998 CC,67.04 bhp
Ford Ecosport 1.5 DV5 MT Titanium,2014,4.4,4,4.15,30000,Diesel,Individual,Manual,First Owner,5,Coimbatore,24.3 kmpl,1248 CC,88.5 bhp
Mahindra Bolero Power Plus ZLX,2018,4.6,4.2,4.35,35000,Diesel,Individual,Manual,First Owner,7,Pune,11.8 kmpl,2720 CC,190 bhp
Tata Winger Deluxe - Hi Roof (AC),2011,6.7,6.3,6.45,180000,Diesel,Individual,Manual,Third Owner,5,Pune,26.59 kmpl,1248 CC,74 bhp
Renault Lodgy 85PS RxL,2015,6.5,6.1,6.25,60000,Diesel,Individual,Manual,First Owner,5,Kolkata,17.0 kmpl,1591 CC,121.3 bhp
Audi A4 3.0 TDI Quattro,2013,6,5.6,5.75,86000,Diesel,Dealer,Automatic,First Owner,7,Hyderabad,25.47 kmpl,1248 CC,88.50 bhp
Audi Q3 2.0 TDI Quattro Premium Plus,2015,5.5,5.1,5.25,127643,Diesel,Dealer,Automatic,First Owner,5,Mumbai,13.2 kmpl,1495 CC,94 bhp
Tata Hexa XTA,2018,5.7,5.3,5.45,34000,Diesel,Individual,Automatic,First Owner,5,Kolkata,17.0 kmpl,1197 CC,80 bhp
Mahindra Xylo D4,2014,6.7,6.3,6.45,145000,Diesel,Individual,Manual,First Owner,5,Kochi,17.0 kmpl,1591 CC,121.3 bhp
Datsun RediGO AMT 1.0 S,2018,8.9,8.5,8.65,25000,Petrol,Individual,Automatic,First Owner,5,Hyderabad,19.7 kmpl,796 CC,46.3 bhp
Tata Zest Revotron 1.2T XMS,2018,9,8.6,8.75,54000,Petrol,Dealer,Manual,Second Owner,8,Ahmedabad,12.05 kmpl,2179 CC,120 bhp
Audi A6 2.0 TDI  Design Edition,2014,7.7,7.3,7.45,102354,Diesel,Dealer,Automatic,First Owner,5,Delhi,18.9 kmpl,998 CC,67.1 bhp
Maruti Zen LX,1999,6.7,6.3,6.45,70000,Petrol,Individual,Manual,Fourth & Above Owner,5,Ahmedabad,17.0 kmpl,1197 CC,80 bhp
Nissan Sunny XL D,2018,6.5,6.1,6.25,70000,Diesel,Individual,Manual,First Owner,5,Hyderabad,21.1 kmpl,1248 CC,73.9 bhp
Audi Q3 35 TDI Quattro Technology,2017,5.6,5.2,5.35,36000,Diesel,Dealer,Automatic,First Owner,5,Delhi,13.73 kmpl,1995 CC,148 bhp
Honda Brio VX,2014,7,6.6,6.75,58000,Petrol,Dealer,Manual,First Owner,5,Kochi,22.69 kmpl,1995 CC,190 bhp
Tata Indigo CR4,2013,8,7.6,7.75,100000,Diesel,Individual,Manual,First Owner,5,Pune,19.4 kmpl,1198 CC,86.8 bhp
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,9,8.6,8.75,62237,Petrol,Dealer,Automatic,First Owner,5,Chennai,11.7 kmpl,1997 CC,134 bhp
Hyundai Santro Xing XL eRLX Euro III,2005,3.4,3,3.15,90000,Petrol,Dealer,Manual,Second Owner,5,Jaipur,19.3 kmpl,1248 CC,73.9 bhp
Maruti 800 AC,1999,5.1,4.7,4.85,100000,Petrol,Individual,Manual,Second Owner,7,Hyderabad,16.0 kmpl,2179 CC,140 bhp
Honda Jazz Select Edition,2017,5.2,4.8,4.95,14000,Petrol,Dealer,Manual,First Owner,5,Kolkata,19.81 kmpl,1086 CC,68.05 bhp
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,6.7,6.3,6.45,21394,Diesel,Dealer,Manual,First Owner,5,Kochi,20.73 kmpl,1373 CC,91.1 bhp
Maruti Swift Dzire AMT VXI,2018,4.5,4.1,4.25,13800,Petrol,Individual,Automatic,First Owner,8,Pune,12.8 kmpl,2494 CC,102 bhp
Hyundai Creta 1.6 SX Automatic,2017,3.1,2.7,2.85,23000,Petrol,Dealer,Automatic,First Owner,5,Coimbatore,18.9 kmpl,1197 CC,82 bhp
Datsun GO T Petrol,2015,3.5,3.1,3.25,32686,Petrol,Dealer,Manual,First Owner,5,Coimbatore,16.52 kmpl,1991 CC,123.7 bhp
Mahindra Xylo D4,2017,7.8,7.4,7.55,99700,Diesel,Individual,Manual,First Owner,7,Pune,12.83 kmpl,2696 CC,162 bhp
Toyota Fortuner 2.8 4WD AT BSIV,2019,7.8,7.4,7.55,5000,Diesel,Individual,Automatic,First Owner,7,Coimbatore,15.1 kmpl,2179 CC,140 bhp
Honda City i-DTEC SV,2014,7,6.6,6.75,49654,Diesel,Dealer,Manual,First Owner,5,Bangalore,17.4 kmpl,1497 CC,117.3 bhp
Hyundai Grand i10 Asta,2016,8,7.6,7.75,45457,Petrol,Dealer,Manual,First Owner,5,Delhi,22.7 kmpl,1498 CC,89.84 bhp
Hyundai Creta 1.6 CRDi SX,2017,5.4,5,5.15,39221,Diesel,Dealer,Manual,First Owner,5,Kolkata,18.6 kmpl,1197 CC,81.83 bhp
Hyundai i20 Sportz 1.2,2016,3.9,3.5,3.65,48220,Petrol,Dealer,Manual,First Owner,5,Kochi,17.9 kmpl,2143 CC,136 bhp
Hyundai i20 Sportz 1.2,2017,9.3,8.9,9.05,11114,Petrol,Dealer,Manual,First Owner,5,Ahmedabad,22.0 kmpl,814 CC,55 bhp
Hyundai Getz 1.5 CRDi GVS,2008,8.1,7.7,7.85,60208,Diesel,Dealer,Manual,First Owner,4,Delhi,33.44 km/kg,796 CC,40.3 bhp
Volkswagen Vento 1.5 TDI Highline,2013,5.9,5.5,5.65,80000,Diesel,Dealer,Manual,First Owner,5,Delhi,17.6 kmpl,1496 CC,88.7 bhp
Mercedes-Benz E-Class 280 CDI Elegance,2008,5,4.6,4.75,98600,Diesel,Dealer,Automatic,First Owner,5,Chennai,23.4 kmpl,1248 CC,74 bhp
Audi RS7 2015-2019 Sportback Performance,2016,7,6.6,6.75,13000,Petrol,Dealer,Automatic,First Owner,5,Kolkata,19.7 kmpl,796 CC,46.3 bhp
Audi Q5 3.0 TDI Quattro Technology,2015,8,7.6,7.75,30000,Diesel,Dealer,Automatic,First Owner,5,Chennai,23.1 kmpl,998 CC,67.04 bhp
MG Hector Smart AT,2019,4,3.6,3.75,18000,Petrol,Dealer,Automatic,First Owner,5,Hyderabad,22.7 kmpl,1498 CC,89.84 bhp
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,5,4.6,4.75,100000,Diesel,Dealer,Automatic,First Owner,5,Jaipur,19.01 kmpl,1461 CC,108.5 bhp
Honda City VX CVT,2015,6,5.6,5.75,58000,Petrol,Dealer,Automatic,First Owner,5,Delhi,11.1 kmpl,2354 CC,142 bhp
Mahindra Xylo D4,2017,9,8.6,8.75,85441,Diesel,Dealer,Manual,First Owner,5,Hyderabad,17.8 kmpl,1248 CC,75 bhp
Mahindra Verito 1.5 D4 BSIV,2015,8,7.6,7.75,64541,Diesel,Dealer,Manual,First Owner,7,Kochi,16.0 kmpl,2179 CC,140 bhp
Maruti Swift Dzire VDI,2019,4,3.6,3.75,35000,Diesel,Individual,Manual,First Owner,5,Mumbai,18.7 kmpl,1199 CC,88.7 bhp
Maruti Swift ZXI Plus,2018,5.4,5,5.15,30000,Petrol,Individual,Manual,First Owner,5,Mumbai,17.8 kmpl,1497 CC,117.3 bhp
Nissan Micra Active XV,2017,6.6,6.2,6.35,16267,Petrol,Dealer,Manual,First Owner,5,Kolkata,15.7 kmpl,1172 CC,67 bhp
Volkswagen Vento 1.5 TDI Highline,2013,8.9,8.5,8.65,71500,Diesel,Dealer,Manual,First Owner,7,Kolkata,19.5 kmpl,1061 CC,null bhp
BMW 5 Series 520d Luxury Line,2019,8.7,8.3,8.45,12999,Diesel,Dealer,Automatic,First Owner,7,Pune,16.02 kmpl,1373 CC,93.7 bhp
Chevrolet Aveo U-VA 1.2 LS,2008,6.9,6.5,6.65,80000,Petrol,Individual,Manual,First Owner,5,Chennai,18.44 kmpl,1198 CC,75 bhp
Maruti Zen Estilo 1.1 LXI BSIII,2007,6.6,6.2,6.35,90000,Petrol,Individual,Manual,Second Owner,5,Hyderabad,17.0 kmpl,1497 CC,118 bhp
Chevrolet Spark 1.0 LT,2012,6.8,6.4,6.55,28000,Petrol,Individual,Manual,First Owner,5,Coimbatore,16.78 kmpl,1496 CC,88.73 bhp
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,7.2,6.8,6.95,200000,Diesel,Individual,Manual,First Owner,5,Mumbai,18.88 kmpl,1995 CC,184 bhp
Hyundai Creta 1.6 VTVT S,2017,6.3,5.9,6.05,14700,Petrol,Individual,Manual,First Owner,5,Kochi,18.7 kmpl,1199 CC,88.7 bhp
Maruti Alto LX,2000,5.3,4.9,5.05,90000,Petrol,Individual,Manual,Second Owner,5,Jaipur,28.4 kmpl,1248 CC,73.75 bhp
Maruti Wagon R LXI BS IV,2017,5.1,4.7,4.85,50000,Petrol,Individual,Manual,First Owner,5,Hyderabad,20.5 kmpl,1598 CC,103.5 bhp
Hyundai Santro Xing XS,2009,4.3,3.9,4.05,100000,Petrol,Individual,Manual,Second Owner,7,Kolkata,15.1 kmpl,2179 CC,140 bhp
Volkswagen Polo GT 1.0 TSI,2019,4.6,4.2,4.35,24000,Petrol,Individual,Automatic,First Owner,5,Coimbatore,18.9 kmpl,1197 CC,82 bhp
Tata Indigo CR4,2013,7.5,7.1,7.25,100000,Diesel,Individual,Manual,First Owner,5,Delhi,17.0 kmpl,1497 CC,118 bhp
Hyundai Getz GLX,2007,4.8,4.4,4.55,90000,Petrol,Individual,Manual,First Owner,7,Hyderabad,12.8 kmpl,2494 CC,102 bhp
Tata Bolt Revotron XM,2015,8.7,8.3,8.45,30000,Petrol,Individual,Manual,First Owner,7,Pune,15.1 kmpl,2179 CC,140 bhp
Datsun GO Plus T Option,2017,6.5,6.1,6.25,80000,Petrol,Individual,Manual,First Owner,5,Hyderabad,19.3 kmpl,1248 CC,73.9 bhp
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,6.4,6,6.15,92686,Diesel,Dealer,Manual,Second Owner,5,Pune,15.04 kmpl,1598 CC,103.6 bhp
Tata Indica GLS BS IV,2010,6.5,6.1,6.25,300000,Petrol,Individual,Manual,Third Owner,5,Coimbatore,23.59 kmpl,1364 CC,null bhp
Volkswagen Vento Petrol Highline,2011,5.7,5.3,5.45,90000,Petrol,Individual,Manual,Second Owner,5,Bangalore,16.55 kmpl,1968 CC,147.51 bhp
Hyundai Santro LS zipPlus,2003,5.7,5.3,5.45,60000,Petrol,Individual,Manual,First Owner,7,Ahmedabad,16.02 kmpl,1373 CC,93.7 bhp
Mahindra XUV500 AT W6 2WD,2017,6.5,6.1,6.25,40000,Diesel,Individual,Automatic,First Owner,5,Mumbai,14.53 km/kg,1798 CC,138 bhp
Maruti Wagon R LXI,2004,6.4,6,6.15,90000,Petrol,Individual,Manual,Fourth & Above Owner,4,Jaipur,16.1 kmpl,796 CC,37 bhp
Chevrolet Sail Hatchback LT ABS,2013,4.6,4.2,4.35,80000,Diesel,Individual,Manual,First Owner,5,Hyderabad,17.0 kmpl,1497 CC,118 bhp
Honda City 1.3 EXI,2002,5.6,5.2,5.35,100000,Petrol,Individual,Manual,First Owner,5,Kolkata,19.1 kmpl,1197 CC,85.8 bhp
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,4.3,3.9,4.05,20000,Diesel,Individual,Manual,First Owner,5,Delhi,19.16 kmpl,2494 CC,158.2 bhp
Maruti Swift VXI,2019,5.4,5,5.15,51000,Petrol,Individual,Manual,First Owner,5,Kolkata,24.0 kmpl,1120 CC,70 bhp
Maruti Alto LX BSIII,2008,6.7,6.3,6.45,120000,Petrol,Individual,Manual,Second Owner,8,Chennai,11.36 kmpl,2755 CC,171.5 bhp
Hyundai EON Era Plus Sports Edition,2014,8.6,8.2,8.35,55000,Petrol,Individual,Manual,First Owner,5,Coimbatore,20.36 kmpl,1197 CC,78.9 bhp
Hyundai EON Magna Plus,2018,5.4,5,5.15,6000,Petrol,Individual,Manual,First Owner,5,Bangalore,18.9 kmpl,1197 CC,82 bhp
Maruti Alto LXi,2011,6.5,6.1,6.25,40000,Petrol,Individual,Manual,Second Owner,5,Mumbai,27.39 kmpl,1248 CC,74 bhp
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,4.6,4.2,4.35,15000,Petrol,Individual,Automatic,First Owner,5,Mumbai,14.67 kmpl,1798 CC,177.46 bhp
Ambassador CLASSIC 1500 DSL AC,2005,5.8,5.4,5.55,50000,Diesel,Individual,Manual,Second Owner,5,Hyderabad,14.84 kmpl,2143 CC,170 bhp
Fiat Linea T Jet Emotion,2010,6.5,6.1,6.25,90000,Petrol,Individual,Manual,Second Owner,5,Kolkata,21.1 kmpl,1248 CC,73.9 bhp
Renault Scala Diesel RxL,2013,8.6,8.2,8.35,38500,Diesel,Individual,Manual,First Owner,5,Kolkata,23.4 kmpl,1248 CC,74 bhp
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,7.5,7.1,7.25,35000,Petrol,Individual,Manual,First Owner,5,Mumbai,14.8 kmpl,1799 CC,130.2 bhp
Maruti Gypsy King HT BSIV,2001,4.5,4.1,4.25,49359,Petrol,Individual,Manual,Third Owner,7,Hyderabad,24.52 kmpl,1248 CC,88.5 bhp
Maruti 800 AC Uniq,2005,5.4,5,5.15,70000,Petrol,Individual,Manual,Second Owner,5,Kolkata,22.7 kmpl,1582 CC,126.24 bhp
Maruti Wagon R LXI Minor,2008,4.6,4.2,4.35,90000,Petrol,Individual,Manual,Second Owner,7,Hyderabad,12.55 kmpl,2982 CC,168.5 bhp
Maruti Wagon R VXI BS IV,2010,4.2,3.8,3.95,50000,Petrol,Individual,Manual,Second Owner,5,Delhi,17.21 kmpl,1197 CC,103.6 bhp
Toyota Innova 2.5 VX 8 STR,2012,3.8,3.4,3.55,108731,Diesel,Individual,Manual,First Owner,5,Pune,18.7 kmpl,1896 CC,66 bhp
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,3.5,3.1,3.25,120000,Diesel,Individual,Manual,First Owner,5,Delhi,20.14 kmpl,1498 CC,88.8 bhp
Tata Sumo Gold EX BSIII,2016,6.5,6.1,6.25,60000,Diesel,Individual,Manual,First Owner,5,Pune,17.92 kmpl,1086 CC,62.1 bhp
Mahindra Renault Logan 1.5 DLX Diesel,2007,4.6,4.2,4.35,90000,Diesel,Individual,Manual,Third Owner,5,Hyderabad,13.2 kmpl,1495 CC,94 bhp
Toyota Etios GD,2014,5.8,5.4,5.55,140000,Diesel,Individual,Manual,Second Owner,5,Coimbatore,21.1 kmpl,814 CC,55.2 bhp
Hyundai EON Magna Plus,2014,5.6,5.2,5.35,80000,Petrol,Individual,Manual,First Owner,7,Hyderabad,12.8 kmpl,2494 CC,102 bhp
Nissan Micra Diesel XV,2013,7.6,7.2,7.35,90000,Diesel,Individual,Manual,First Owner,5,Mumbai,26.8 kmpl,1248 CC,74 bhp
Renault Lodgy Stepway 85PS RXZ 8S,2017,7.6,7.2,7.35,40000,Diesel,Individual,Manual,First Owner,5,Mumbai,21.56 kmpl,1462 CC,103.25 bhp
Maruti Alto 800 LXI,2018,7.6,7.2,7.35,14000,Petrol,Individual,Manual,First Owner,5,Mumbai,17.5 kmpl,1298 CC,85.8 bhp
Tata Aria Pleasure 4x2,2012,5.6,5.2,5.35,70000,Diesel,Individual,Manual,Second Owner,5,Hyderabad,18.0 kmpl,1497 CC,117.3 bhp
Honda Accord 2.4 MT,2009,7.8,7.4,7.55,55000,Petrol,Individual,Manual,Second Owner,5,Bangalore,17.8 kmpl,1248 CC,null bhp
Maruti Alto LXi,2011,7.8,7.4,7.55,60000,Petrol,Individual,Manual,Third Owner,5,Delhi,19.4 kmpl,1198 CC,86.8 bhp
Chevrolet Cruze LT,2011,6.5,6.1,6.25,74000,Diesel,Individual,Manual,Second Owner,5,Delhi,23.59 kmpl,1364 CC,67.04 bhp
Ford Figo Aspire 1.5 TDCi Titanium,2020,7.6,7.2,7.35,45000,Diesel,Dealer,Manual,First Owner,5,Hyderabad,13.5 kmpl,2400 CC,215 bhp
Honda City i-DTEC ZX,2017,5.6,5.2,5.35,38000,Diesel,Dealer,Manual,First Owner,5,Kolkata,15.64 kmpl,1193 CC,64.08 bhp
Honda BR-V i-DTEC VX MT,2017,9.1,8.7,8.85,24000,Diesel,Dealer,Manual,First Owner,7,Pune,11.36 kmpl,2755 CC,171.5 bhp
Honda WR-V i-VTEC VX,2017,11.2,10.8,10.95,29976,Petrol,Dealer,Manual,First Owner,5,Pune,20.54 kmpl,1598 CC,103.6 bhp
Honda City i VTEC VX,2017,10,9.6,9.75,41000,Petrol,Dealer,Manual,First Owner,5,Pune,22.7 kmpl,1498 CC,89.84 bhp
Honda Jazz 1.5 V i DTEC,2018,13,12.6,12.75,15000,Diesel,Dealer,Manual,First Owner,5,Mumbai,18.9 kmpl,998 CC,67.1 bhp
Honda Jazz 1.5 VX i DTEC,2017,15,14.6,14.75,36000,Diesel,Dealer,Manual,First Owner,5,Mumbai,13.0 kmpl,2987 CC,210 bhp
Honda BR-V i-VTEC VX MT,2017,12,11.6,11.75,30646,Petrol,Dealer,Manual,First Owner,5,Hyderabad,20.14 kmpl,1498 CC,88.8 bhp
Maruti Wagon R VXI BS IV,2015,11.2,10.8,10.95,23600,Petrol,Dealer,Manual,First Owner,5,Pune,15.3 kmpl,1193 CC,65.3 bhp
Honda City i DTEC SV,2014,11.6,11.2,11.35,71318,Diesel,Dealer,Manual,First Owner,4,Jaipur,16.1 kmpl,796 CC,37 bhp
Maruti 800 Std,2003,14,13.6,13.75,78098,Petrol,Individual,Manual,First Owner,5,Kochi,17.1 kmpl,1956 CC,170 bhp
Hyundai EON Era Plus,2014,15,14.6,14.75,30000,Petrol,Individual,Manual,First Owner,5,Pune,24.07 kmpl,998 CC,67.1 bhp
Hyundai i10 Era,2012,14.3,13.9,14.05,45000,Petrol,Individual,Manual,Second Owner,5,Bangalore,19.3 kmpl,1968 CC,141 bhp
Hyundai Santro Xing GL,2008,12.8,12.4,12.55,67000,Petrol,Individual,Manual,First Owner,5,Hyderabad,26.59 kmpl,1248 CC,74 bhp
Ford Figo Aspire Facelift,2018,13.6,13.2,13.35,14681,Diesel,Dealer,Manual,First Owner,5,Mumbai,28.09 kmpl,1248 CC,88.5 bhp
Hyundai Verna 1.4 VTVT,2015,14.9,14.5,14.65,25000,Petrol,Individual,Manual,First Owner,5,Jaipur,15.8 kmpl,2148 CC,170 bhp
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,15,14.6,14.75,18054,Petrol,Dealer,Manual,First Owner,5,Kolkata,20.0 kmpl,1399 CC,68 bhp
Honda City i DTEC VX,2015,14.3,13.9,14.05,40000,Diesel,Individual,Manual,First Owner,5,Delhi,14.53 kmpl,1798 CC,138.1 bhp
Hyundai i10 Sportz,2011,14.5,14.1,14.25,30000,Petrol,Individual,Manual,First Owner,5,Mumbai,22.7 kmpl,1598 CC,118 bhp
Hyundai Xcent 1.1 CRDi Base,2017,13.7,13.3,13.45,80000,Diesel,Individual,Manual,First Owner,5,Coimbatore,15.6 kmpl,1196 CC,70 bhp
Hyundai i20 Asta 1.4 CRDi,2016,14.7,14.3,14.45,20000,Diesel,Individual,Manual,First Owner,5,Mumbai,19.0 kmpl,1199 CC,88.7 bhp
Mahindra TUV 300 T8,2016,14.6,14.2,14.35,40000,Diesel,Individual,Manual,First Owner,5,Pune,17.3 kmpl,993 CC,60 bhp
Tata Indigo CS eLS BS IV,2011,2.9,2.5,2.65,120000,Diesel,Individual,Manual,First Owner,7,Bangalore,11.5 kmpl,2982 CC,171 bhp
Ford Fiesta 1.4 SXi TDCi ABS,2008,11.4,11,11.15,120000,Diesel,Individual,Manual,Second Owner,5,Jaipur,26.21 kmpl,1248 CC,88.5 bhp
Maruti Swift Dzire VXi,2010,12.4,12,12.15,97000,Petrol,Individual,Manual,Second Owner,5,Kochi,25.17 kmpl,799 CC,53.3 bhp
Mahindra Xylo H8 ABS with Airbags,2018,5.8,5.4,5.55,70000,Diesel,Individual,Manual,First Owner,5,Coimbatore,19.2 kmpl,1197 CC,80 bhp
Hyundai Accent CRDi,2004,6.7,6.3,6.45,120000,Diesel,Individual,Manual,Second Owner,5,Pune,23.1 kmpl,998 CC,67.04 bhp
Skoda Rapid 1.6 TDI PRESTIGE,2013,4.9,4.5,4.65,88000,Diesel,Individual,Manual,Second Owner,5,Kochi,21.38 kmpl,1396 CC,88.7 bhp
Maruti Swift ZDi,2014,3.8,3.4,3.55,38406,Diesel,Dealer,Manual,First Owner,5,Hyderabad,27.3 kmpl,1498 CC,98.6 bhp
Hyundai Santro Xing GLS,2014,5.7,5.3,5.45,54350,Petrol,Dealer,Manual,First Owner,5,Kolkata,17.0 kmpl,1497 CC,118 bhp
Maruti Wagon R VXI BS IV,2015,6.8,6.4,6.55,32260,Petrol,Dealer,Manual,First Owner,5,Chennai,13.7 kmpl,1468 CC,85.8 bhp
Renault Duster 85PS Diesel RxE,2014,5.3,4.9,5.05,58231,Diesel,Dealer,Manual,First Owner,5,Coimbatore,16.95 kmpl,1498 CC,97.6 bhp
Maruti Swift VXI,2012,6.7,6.3,6.45,59858,Petrol,Dealer,Manual,First Owner,5,Mumbai,11.7 kmpl,2354 CC,177.6 bhp
Maruti Alto LXi BSIII,2010,6.6,6.2,6.35,73350,Petrol,Dealer,Manual,First Owner,7,Mumbai,15.1 kmpl,2179 CC,140 bhp
Renault Duster 110PS Diesel RxZ,2013,5.5,5.1,5.25,88473,Diesel,Dealer,Manual,First Owner,5,Mumbai,18.6 kmpl,1197 CC,81.83 bhp
Honda City S,2013,6.7,6.3,6.45,96987,Petrol,Dealer,Manual,First Owner,5,Chennai,23.08 kmpl,1461 CC,63.1 bhp
